Id,Label,latitude,city,state,longitude,Cluster_No,PageRank,Component ID,Eccentricity,Closeness Centrality,Betweenness Centrality
"Freedom, New-Hampshire","Freedom, New-Hampshire",43.8129666,Freedom,New-Hampshire,-71.0349899,0,5.989838200514128E-5,0,4.0,2.616382505559674,0.0
"Camarillo, California","Camarillo, California",34.2163937,Camarillo,California,-119.0376023,0,2.283444463161044E-4,0,4.0,2.2116382505559673,75.846558281599
"Orange-Park, Florida","Orange-Park, Florida",30.1660736,Orange-Park,Florida,-81.706484,0,1.9271450991908208E-4,0,4.0,2.381393624907339,14.832809868459792
"Punta-Gorda, Florida","Punta-Gorda, Florida",26.9297836,Punta-Gorda,Florida,-82.0453664,0,1.5449630003105098E-4,0,4.0,2.403261675315048,42.24547026797537
"Simi-Valley, California","Simi-Valley, California",34.2694474,Simi-Valley,California,-118.781482,0,1.5401966283378854E-4,0,4.0,2.3072646404744255,23.595304221866346
"Barre, Vermont","Barre, Vermont",44.1970055,Barre,Vermont,-72.5020494,0,1.1235301310891566E-4,0,4.0,2.37583395107487,0.0
"Natchez, Mississippi","Natchez, Mississippi",31.5604442,Natchez,Mississippi,-91.403171,0,9.861807376743102E-4,0,4.0,1.9636767976278724,1408.2062948975472
"Mansfield, Ohio","Mansfield, Ohio",40.75839,Mansfield,Ohio,-82.5154471,9,1.6507680613879694E-4,0,5.0,2.800963676797628,0.0
"Astoria, New-York","Astoria, New-York",40.7623925,Astoria,New-York,-73.9301037,0,6.394269752231187E-5,0,4.0,2.5800593031875465,0.0
"Nauvoo, Illinois","Nauvoo, Illinois",40.550042,Nauvoo,Illinois,-91.3848749,0,1.0945901006182302E-4,0,4.0,2.3243143068939958,0.20185151125907494
"Greenville, North-Carolina","Greenville, North-Carolina",35.612661,Greenville,North-Carolina,-77.3663538,0,2.2260429967753103E-4,0,4.0,2.2449962935507783,75.78799596170558
"Hocking-Hills-State-Park, Ohio","Hocking-Hills-State-Park, Ohio",39.4379693,Hocking-Hills-State-Park,Ohio,-82.5371307,0,9.002386407569579E-4,0,4.0,1.9670126019273535,379.4783869516428
"Great-Basin-NP, Nevada","Great-Basin-NP, Nevada",38.8026097,Great-Basin-NP,Nevada,-116.419389,0,1.4770234932674813E-4,0,4.0,2.2372127501853223,55.90562183537129
"Danvers, Massachusetts","Danvers, Massachusetts",42.5750009,Danvers,Massachusetts,-70.932122,0,1.3502562388969724E-4,0,4.0,2.2865085248332098,20.712365529325893
"Jackson, Wyoming","Jackson, Wyoming",43.4799291,Jackson,Wyoming,-110.7624282,0,0.0014509490737412535,0,4.0,1.908450704225352,8454.322281221885
"Winona, Minnesota","Winona, Minnesota",44.0478889,Winona,Minnesota,-91.6404389,0,2.0341458881753714E-4,0,4.0,2.1916234247590807,16.79612461879789
"Stateline, Nevada","Stateline, Nevada",38.9624079,Stateline,Nevada,-119.9399029,0,9.508553606428407E-5,0,4.0,2.4570051890289104,0.0
"Colcord, Oklahoma","Colcord, Oklahoma",36.264249,Colcord,Oklahoma,-94.6930014,4,2.264215655398949E-4,0,4.0,2.292068198665678,0.0
"Sauk-Centre-, Minnesota","Sauk-Centre-, Minnesota",45.737465,Sauk-Centre-,Minnesota,-94.9525216,0,4.8162562862739803E-4,0,4.0,2.092290585618977,63.948987405542496
"Brandon, Vermont","Brandon, Vermont",43.7981572,Brandon,Vermont,-73.087648,0,1.1245002301164285E-4,0,4.0,2.6052631578947367,0.0
"Weirs-Beach, New-Hampshire","Weirs-Beach, New-Hampshire",43.6088889,Weirs-Beach,New-Hampshire,-71.4605556,0,6.370388508036384E-4,0,4.0,2.0181616011860637,0.0
"Eagan, Minnesota","Eagan, Minnesota",44.8041322,Eagan,Minnesota,-93.1668858,0,7.128389065794387E-5,0,4.0,2.5092661230541142,0.0
"Big-Island, Hawaii","Big-Island, Hawaii",19.5429151,Big-Island,Hawaii,-155.6658568,0,0.0014736022503830852,0,3.0,1.9210526315789473,10909.144841768366
"Corry, Pennsylvania","Corry, Pennsylvania",41.9203337,Corry,Pennsylvania,-79.6403287,0,8.431912040937385E-5,0,4.0,2.7790956263899185,0.0
"Temple, Texas","Temple, Texas",31.0982344,Temple,Texas,-97.342782,0,1.43166415465922E-4,0,4.0,2.4210526315789473,0.0
"Beaufort, South-Carolina","Beaufort, South-Carolina",32.4315813,Beaufort,South-Carolina,-80.6698286,0,5.283361485225882E-4,0,4.0,2.1619718309859155,8148.795034588998
"Minden, Nevada","Minden, Nevada",38.9540739,Minden,Nevada,-119.7657332,0,1.8591786365266757E-4,0,4.0,2.470348406226835,0.0
"Bexley, Ohio","Bexley, Ohio",39.9689532,Bexley,Ohio,-82.9376804,0,7.518891200584537E-5,0,4.0,2.570051890289103,0.0
"Manitou-Springs, Colorado","Manitou-Springs, Colorado",38.8597127,Manitou-Springs,Colorado,-104.9171989,0,4.3963306900676605E-4,0,4.0,2.0893254262416603,386.4689285552061
"Lassen-Volcanic-National-Park, California","Lassen-Volcanic-National-Park, California",40.4978916,Lassen-Volcanic-National-Park,California,-121.4121918,0,4.645505579487268E-4,0,4.0,2.1641957005189028,1134.5235880138262
"Vancouver, Washington","Vancouver, Washington",45.6387281,Vancouver,Washington,-122.6614861,2,3.924965465296864E-4,0,4.0,2.2201630837657524,352.4655452821556
"Eagle, Alaska","Eagle, Alaska",64.7880556,Eagle,Alaska,-141.2,0,6.26178831198555E-4,0,4.0,2.0533728687916977,548.806479151807
"Snowmass, Colorado","Snowmass, Colorado",39.3310273,Snowmass,Colorado,-106.9848271,0,1.8716749713845282E-4,0,4.0,2.4362490733876947,0.0
"Gautier, Mississippi","Gautier, Mississippi",30.385755,Gautier,Mississippi,-88.6116854,0,2.2743988663777214E-4,0,4.0,2.1816160118606374,92.74642946696149
"West-Glacier, Montana","West-Glacier, Montana",48.4949755,West-Glacier,Montana,-113.9810756,0,8.161278695455721E-4,0,4.0,2.0500370644922166,5047.248680025197
"Yucca-Valley, California","Yucca-Valley, California",34.1141743,Yucca-Valley,California,-116.432235,0,1.2494499456147312E-4,0,4.0,2.469236471460341,0.0
"Dexter, Michigan","Dexter, Michigan",42.3383697,Dexter,Michigan,-83.8885552,0,1.342842846170949E-4,0,4.0,2.2505559673832467,0.0
"Ocean-Shores, Washington","Ocean-Shores, Washington",46.9736986,Ocean-Shores,Washington,-124.1562852,0,4.3934604305073856E-4,0,4.0,2.123054114158636,359.1631041886909
"Flint, Michigan","Flint, Michigan",43.0125274,Flint,Michigan,-83.6874562,0,6.136887537244438E-5,0,5.0,3.329132690882135,0.0
"Brian-Head, Utah","Brian-Head, Utah",37.6927551,Brian-Head,Utah,-112.8507766,0,7.940325387119268E-5,0,4.0,2.4514455151964416,0.0
"Silver-Spring, Maryland","Silver-Spring, Maryland",38.9906657,Silver-Spring,Maryland,-77.026088,0,2.694170276516401E-4,0,4.0,2.197553743513714,253.38479997635855
"Clarksville, Arkansas","Clarksville, Arkansas",35.4714724,Clarksville,Arkansas,-93.4665731,0,1.8657834650067038E-4,0,4.0,2.3584136397331354,0.0
"Fort-Smith, Arkansas","Fort-Smith, Arkansas",35.3859242,Fort-Smith,Arkansas,-94.3985475,0,2.506597282792663E-4,0,4.0,2.263157894736842,10.988594485831275
"Corfu, New-York","Corfu, New-York",42.9600595,Corfu,New-York,-78.4055767,0,6.23524286019208E-5,0,4.0,2.770200148257969,0.0
"Falls-Church, Virginia","Falls-Church, Virginia",38.882334,Falls-Church,Virginia,-77.1710914,0,9.529689858238582E-5,0,4.0,2.4696071163825057,0.0
"Colorado-Springs, Colorado","Colorado-Springs, Colorado",38.8338816,Colorado-Springs,Colorado,-104.8213634,0,0.0019243490044591996,0,4.0,1.8695329873980726,24634.822909716364
"Farmington, Maine","Farmington, Maine",44.6704998,Farmington,Maine,-70.1512169,0,3.6222192832948953E-4,0,4.0,2.2776130467012603,729.0592666113084
"Beckley, West-Virginia","Beckley, West-Virginia",37.7781702,Beckley,West-Virginia,-81.1881557,6,2.946774806449776E-4,0,4.0,2.297627872498147,256.93864470291646
"Concrete, Washington","Concrete, Washington",48.5392813,Concrete,Washington,-121.7462513,0,2.099840956551237E-4,0,4.0,2.4466271312083023,0.0
"Stanford, California","Stanford, California",37.424106,Stanford,California,-122.1660756,0,2.7614348080551624E-4,0,4.0,2.1104521868050408,66.46126406337287
"Rock-Hill, South-Carolina","Rock-Hill, South-Carolina",34.9248667,Rock-Hill,South-Carolina,-81.0250784,0,1.4372207429336263E-4,0,4.0,2.717939214232765,0.0
"Edna, Texas","Edna, Texas",28.9785947,Edna,Texas,-96.6460877,0,1.2210189778764845E-4,0,4.0,2.7954040029651592,0.0
"Bodega, California","Bodega, California",38.345194,Bodega,California,-122.9738878,0,1.683222417757627E-4,0,4.0,2.353595255744996,0.0
"Long-Beach, Mississippi","Long-Beach, Mississippi",30.3504751,Long-Beach,Mississippi,-89.1528176,0,1.1031252885565649E-4,0,4.0,2.6667902149740548,0.0
"Las-Cruces, New-Mexico","Las-Cruces, New-Mexico",32.3199396,Las-Cruces,New-Mexico,-106.7636538,0,8.81498996861325E-4,0,4.0,1.9929577464788732,2106.4206793539347
"Heber-Overgaard, Arizona","Heber-Overgaard, Arizona",34.4130556,Heber-Overgaard,Arizona,-110.5644444,0,1.0245938085792083E-4,0,4.0,2.3602668643439584,0.38589329360014013
"Des-Moines, Iowa","Des-Moines, Iowa",41.6005448,Des-Moines,Iowa,-93.6091064,0,6.747955663585411E-4,0,4.0,2.024091919940697,2206.882306132203
"Fortuna, California","Fortuna, California",40.5981867,Fortuna,California,-124.1572756,0,2.2269432606281445E-4,0,4.0,2.2260934025203856,216.74056136140987
"Carmel, Indiana","Carmel, Indiana",39.978371,Carmel,Indiana,-86.1180435,0,2.052517008459899E-4,0,4.0,2.375092661230541,0.0
"Larned, Kansas","Larned, Kansas",38.1805693,Larned,Kansas,-99.098713,8,1.7169885073464267E-4,0,4.0,2.53002223869533,0.0
"Leesburg, Virginia","Leesburg, Virginia",39.1156615,Leesburg,Virginia,-77.5636015,0,2.9505316779813745E-4,0,4.0,2.284655300222387,363.7724289919798
"Columbus, Mississippi","Columbus, Mississippi",33.4956744,Columbus,Mississippi,-88.4272627,1,4.315848283086817E-4,0,4.0,2.1604892512972573,0.0
"Trapper-Creek, Alaska","Trapper-Creek, Alaska",62.3166667,Trapper-Creek,Alaska,-150.2313889,0,1.998589052638216E-4,0,4.0,2.2954040029651592,0.0
"Mena, Arkansas","Mena, Arkansas",34.5862171,Mena,Arkansas,-94.2396554,0,2.0525713607780907E-4,0,4.0,2.346182357301705,110.83677262168924
"Birmingham, Michigan","Birmingham, Michigan",42.5467012,Birmingham,Michigan,-83.2113192,0,5.915449713625886E-5,0,4.0,2.9295774647887325,0.0
"Alhambra, California","Alhambra, California",34.095287,Alhambra,California,-118.1270146,0,1.79833557849317E-4,0,4.0,2.2424017790956263,201.5091802125507
"Georgetown, Texas","Georgetown, Texas",30.6326942,Georgetown,Texas,-97.6772311,0,2.9096181604140216E-4,0,4.0,2.169384729429207,0.0
"Fort-Pierce, Florida","Fort-Pierce, Florida",27.4467056,Fort-Pierce,Florida,-80.3256056,0,5.732278117787592E-4,0,4.0,2.1271312083024463,1086.6848293094017
"Mesquite, Nevada","Mesquite, Nevada",36.805531,Mesquite,Nevada,-114.06719,0,2.373297398907841E-4,0,4.0,2.3910303928836174,80.49566712005353
"Ocean-Springs, Mississippi","Ocean-Springs, Mississippi",30.4113097,Ocean-Springs,Mississippi,-88.8278057,0,4.8651415839012427E-4,0,4.0,2.0707931801334323,3891.87913336035
"Clifton, New-Jersey","Clifton, New-Jersey",40.8584328,Clifton,New-Jersey,-74.1637553,0,1.2394233074001249E-4,0,4.0,2.5211267605633805,39.24666967888549
"Borrego-Springs, California","Borrego-Springs, California",33.2558717,Borrego-Springs,California,-116.375012,0,1.5344896326593334E-4,0,4.0,2.4355077835433656,72.87687497054041
"Eureka-Springs, Arkansas","Eureka-Springs, Arkansas",36.4011825,Eureka-Springs,Arkansas,-93.7379711,0,4.882218209478377E-4,0,4.0,2.0685693106004446,1500.3264126331653
"Corolla, North-Carolina","Corolla, North-Carolina",36.3802879,Corolla,North-Carolina,-75.8307777,0,2.549477994041657E-4,0,4.0,2.3131949592290586,120.01951210677815
"Boynton-Beach, Florida","Boynton-Beach, Florida",26.5317866,Boynton-Beach,Florida,-80.0905465,0,9.99280814438764E-5,0,4.0,2.671608598962194,4.168208924415625
"Martinsburg, West-Virginia","Martinsburg, West-Virginia",39.4562099,Martinsburg,West-Virginia,-77.9638869,0,3.485636350670616E-4,0,4.0,2.1141586360266866,527.3815257891538
"Faith, South-Dakota","Faith, South-Dakota",45.0230391,Faith,South-Dakota,-102.0359924,0,6.250494850561426E-5,0,5.0,2.819866567828021,0.0
"St-Charles, Missouri","St-Charles, Missouri",38.788698,St-Charles,Missouri,-90.511764,0,1.835101785810171E-4,0,4.0,2.2794662713120832,961.9405983161053
"Palm-Beach-Gardens, Florida","Palm-Beach-Gardens, Florida",26.8233946,Palm-Beach-Gardens,Florida,-80.1386547,0,1.3036644323363475E-4,0,4.0,2.4310600444773907,8.90426653198767
"Irmo, South-Carolina","Irmo, South-Carolina",34.0859829,Irmo,South-Carolina,-81.1831513,0,1.020822946021872E-4,0,5.0,3.000741289844329,0.0
"Yosemite-National-Park, California","Yosemite-National-Park, California",37.8651011,Yosemite-National-Park,California,-119.5383294,0,0.0033947095581769626,0,3.0,1.7083024462564862,49898.10243996317
"International-Peace-Garden, North-Dakota","International-Peace-Garden, North-Dakota",48.997776,International-Peace-Garden,North-Dakota,-100.043335,0,2.4401771628209022E-4,0,4.0,2.23943661971831,0.0
"Princeville, Hawaii","Princeville, Hawaii",22.2236111,Princeville,Hawaii,-159.4852778,0,8.782418472175547E-5,0,5.0,2.9225352112676055,0.0
"Somers, New-York","Somers, New-York",41.2996305,Somers,New-York,-73.7360175,0,7.494853840990466E-5,0,4.0,2.3973313565604153,0.0
"Guadalupe-Mountains, Texas","Guadalupe-Mountains, Texas",31.891227,Guadalupe-Mountains,Texas,-104.8605034,0,9.631560642595258E-4,0,4.0,1.9629355077835433,732.9239692468137
"Gulf-Shores, Alabama","Gulf-Shores, Alabama",30.2460361,Gulf-Shores,Alabama,-87.7008193,0,5.094251227060583E-4,0,4.0,2.1071163825055597,1153.1355701995608
"Chesapeake-City, Maryland","Chesapeake-City, Maryland",39.530946,Chesapeake-City,Maryland,-75.8074367,0,3.490449760440783E-4,0,4.0,2.1315789473684212,623.5381472603245
"Polson, Montana","Polson, Montana",47.6932004,Polson,Montana,-114.1631275,0,1.5151264980990065E-4,0,4.0,2.468495181616012,0.0
"Chattanooga, Tennessee","Chattanooga, Tennessee",35.0456297,Chattanooga,Tennessee,-85.3096801,0,0.0018382906126720175,0,3.0,1.8680504077094144,18999.06355009189
"Freehold, New-Jersey","Freehold, New-Jersey",40.232632,Freehold,New-Jersey,-74.286293,0,5.793701855220275E-4,0,4.0,2.039288361749444,5590.276075614851
"Gaffney, South-Carolina","Gaffney, South-Carolina",35.0717945,Gaffney,South-Carolina,-81.6498195,2,3.116020603564367E-4,0,4.0,2.4217939214232764,0.0
"Leominster, Massachusetts","Leominster, Massachusetts",42.5250906,Leominster,Massachusetts,-71.759794,0,6.676058733439861E-4,0,4.0,2.0174203113417346,1545.423145764506
"Temecula, California","Temecula, California",33.4936391,Temecula,California,-117.1483648,0,6.988060957976258E-5,0,4.0,2.687175685693106,0.0
"Dillon, Montana","Dillon, Montana",45.2166324,Dillon,Montana,-112.6389244,2,5.617426118151984E-4,0,4.0,2.1415863602668646,1916.1023969979813
"Orofino, Idaho","Orofino, Idaho",46.479347,Orofino,Idaho,-116.2551395,0,2.099840956551237E-4,0,4.0,2.4466271312083023,0.0
"Guthrie, Oklahoma","Guthrie, Oklahoma",35.878937,Guthrie,Oklahoma,-97.4253185,0,1.1948069769020879E-4,0,4.0,2.3851000741289843,0.0
"Cambria, California","Cambria, California",35.5641381,Cambria,California,-121.0807468,0,2.097114627780552E-4,0,4.0,2.2346182357301707,322.72402135045127
"Valley-of-the-Gods, Utah","Valley-of-the-Gods, Utah",37.2666679,Valley-of-the-Gods,Utah,-109.8340136,0,2.376501439625755E-4,0,4.0,2.1578947368421053,56.19304990192093
"Fort-Lauderdale, Florida","Fort-Lauderdale, Florida",26.1224386,Fort-Lauderdale,Florida,-80.1373174,0,0.0018026848054614512,0,4.0,1.8917716827279467,19171.7226360995
"Cedar-Breaks-National-Monument, Utah","Cedar-Breaks-National-Monument, Utah",37.6353733,Cedar-Breaks-National-Monument,Utah,-112.8452799,0,7.043794528631684E-4,0,4.0,2.0833951074870276,1975.2806661490397
"Catskill, New-York","Catskill, New-York",42.2173102,Catskill,New-York,-73.8645734,0,2.98700562543538E-4,0,4.0,2.2438843587842845,622.5937636880856
"Naples, Maine","Naples, Maine",43.970514,Naples,Maine,-70.610867,0,1.4257368247776685E-4,0,4.0,2.3699036323202374,0.0
"Fountain-Hills, Arizona","Fountain-Hills, Arizona",33.60535,Fountain-Hills,Arizona,-111.741113,0,1.729875080277512E-4,0,4.0,2.329873980726464,0.0
"Darien, Illinois","Darien, Illinois",41.7483483,Darien,Illinois,-87.9737943,0,6.339484885162493E-5,0,4.0,2.4970348406226837,0.0
"Laughlin, Nevada","Laughlin, Nevada",35.1677771,Laughlin,Nevada,-114.5730208,0,3.43863732716549E-4,0,4.0,2.116753150481838,238.49914344941627
"Burlingame, California","Burlingame, California",37.5841026,Burlingame,California,-122.3660825,0,2.80534848218948E-4,0,4.0,2.1582653817642696,66.44393378854224
"Meridian, Idaho","Meridian, Idaho",43.6121087,Meridian,Idaho,-116.3915131,0,7.983261999901889E-5,0,4.0,2.643810229799852,0.0
"Fort-A-P-Hill, Virginia","Fort-A-P-Hill, Virginia",38.1183435,Fort-A-P-Hill,Virginia,-77.2767645,0,1.8911807229603464E-4,0,4.0,2.4266123054114157,0.0
"Menomonie, Wisconsin","Menomonie, Wisconsin",44.8755183,Menomonie,Wisconsin,-91.9193422,0,6.347695302577035E-5,0,4.0,2.650481838398814,0.0
"Giddings, Texas","Giddings, Texas",30.1827159,Giddings,Texas,-96.936371,4,2.264215655398949E-4,0,4.0,2.292068198665678,0.0
"Fort-Scott, Kansas","Fort-Scott, Kansas",37.8397626,Fort-Scott,Kansas,-94.7082951,0,6.180581789337521E-5,0,5.0,2.7868791697553745,0.0
"Valentine, Nebraska","Valentine, Nebraska",42.8727833,Valentine,Nebraska,-100.5509669,0,6.944182212438447E-5,0,4.0,2.610081541882876,0.0
"Delaware-County, Pennsylvania","Delaware-County, Pennsylvania",39.907793,Delaware-County,Pennsylvania,-75.3878525,0,1.1475708138161684E-4,0,4.0,2.3113417346182357,17.535798929329058
"Chesapeake, Virginia","Chesapeake, Virginia",36.7682088,Chesapeake,Virginia,-76.2874927,0,6.173326690955864E-4,0,4.0,2.0429948109710896,1847.95395238261
"Bighorn-National-Forest, Wyoming","Bighorn-National-Forest, Wyoming",44.5333333,Bighorn-National-Forest,Wyoming,-107.35,0,5.491268811906765E-4,0,4.0,2.067457375833951,498.5888946788581
"Leadville, Colorado","Leadville, Colorado",39.2508229,Leadville,Colorado,-106.2925238,0,3.5500082269557395E-4,0,4.0,2.1782802075611563,1317.6709377512827
"Shenandoah-National-Park, Virginia","Shenandoah-National-Park, Virginia",38.2927558,Shenandoah-National-Park,Virginia,-78.6795836,0,1.5894706228115012E-4,0,4.0,2.3143068939955524,797.8240841275542
"Lenexa, Kansas","Lenexa, Kansas",38.9536174,Lenexa,Kansas,-94.7335709,0,1.9708934796931236E-4,0,4.0,2.4899925871015567,22.145713878752197
"Opelika, Alabama","Opelika, Alabama",32.6454116,Opelika,Alabama,-85.3782795,0,9.068618872598081E-5,0,4.0,2.353595255744996,0.0
"Aiken-, South-Carolina","Aiken-, South-Carolina",33.5604168,Aiken-,South-Carolina,-81.7195533,0,1.0521819623684052E-4,0,4.0,2.4355077835433656,0.0
"Greeley, Colorado","Greeley, Colorado",40.4233142,Greeley,Colorado,-104.7091322,0,1.8527698913348476E-4,0,4.0,2.2783543365455894,209.3081510056576
"Hudson-Valley, New-York","Hudson-Valley, New-York",41.844399,Hudson-Valley,New-York,-74.074285,0,6.619482161788772E-4,0,4.0,2.0681986656782803,3091.0586473055464
"Paducah, Kentucky","Paducah, Kentucky",37.0833893,Paducah,Kentucky,-88.6000478,5,3.406581896778613E-4,0,4.0,2.378428465530022,2310.3651442604946
"Yorktown, Virginia","Yorktown, Virginia",37.2387556,Yorktown,Virginia,-76.5096731,0,3.0229771586736905E-4,0,4.0,2.1582653817642696,156.34901347810077
"Westfir, Oregon","Westfir, Oregon",43.7573458,Westfir,Oregon,-122.4964399,0,2.0714389316814794E-4,0,4.0,2.3951074870274276,119.10377969175359
"Hope, Arkansas","Hope, Arkansas",33.6670615,Hope,Arkansas,-93.5915665,0,4.878663854866837E-4,0,4.0,2.203484062268347,562.110250946911
"Port-Charlotte, Florida","Port-Charlotte, Florida",26.9761707,Port-Charlotte,Florida,-82.0906448,0,1.341658770722977E-4,0,4.0,2.5993328391401036,0.0
"San-Marcos, Texas","San-Marcos, Texas",29.8832749,San-Marcos,Texas,-97.9413941,0,2.853061966636088E-4,0,4.0,2.1790214974054853,2757.560610321674
"Ponchatoula, Louisiana","Ponchatoula, Louisiana",30.4388041,Ponchatoula,Louisiana,-90.4414762,0,5.9099584567452466E-5,0,4.0,2.805040770941438,0.0
"Cave-City, Kentucky","Cave-City, Kentucky",37.1367171,Cave-City,Kentucky,-85.9569195,0,7.100965377985956E-4,0,4.0,2.002594514455152,201.67421491011524
"Kapalua, Hawaii","Kapalua, Hawaii",20.9997222,Kapalua,Hawaii,-156.6580556,0,1.2172314995489294E-4,0,4.0,2.3083765752409193,9.204167823850355
"West-Liberty, Kentucky","West-Liberty, Kentucky",37.9214758,West-Liberty,Kentucky,-83.2596216,0,1.5096725691540888E-4,0,4.0,2.5022238695329873,0.0
"Charlevoix, Michigan","Charlevoix, Michigan",45.3180632,Charlevoix,Michigan,-85.2584004,12,3.6818851367570796E-4,1,1.0,1.0,0.0
"Alturas, California","Alturas, California",41.4871146,Alturas,California,-120.5424555,0,1.1618555139719026E-4,0,4.0,2.4918458117123796,0.0
"Miami-Springs, Florida","Miami-Springs, Florida",25.8223198,Miami-Springs,Florida,-80.289495,1,4.3158482830868184E-4,0,4.0,2.1604892512972573,0.0
"Merrimack, New-Hampshire","Merrimack, New-Hampshire",42.8678693,Merrimack,New-Hampshire,-71.4948322,6,1.165974418679091E-4,0,4.0,2.862490733876946,0.0
"Dade-City, Florida","Dade-City, Florida",28.3647248,Dade-City,Florida,-82.1959178,0,7.605947800526507E-5,0,4.0,2.613046701260193,0.0
"Lafayette, Louisiana","Lafayette, Louisiana",30.2240897,Lafayette,Louisiana,-92.0198427,0,9.090973935910961E-4,0,4.0,1.9714603409933285,3173.2893217907003
"Murray, Utah","Murray, Utah",40.6668916,Murray,Utah,-111.8879909,14,3.6818851367570796E-4,2,1.0,1.0,0.0
"Estes-Park, Colorado","Estes-Park, Colorado",40.3772059,Estes-Park,Colorado,-105.5216651,0,4.0863728511783955E-4,0,3.0,2.1560415122312824,622.7220926409062
"Walker, Minnesota","Walker, Minnesota",47.1013462,Walker,Minnesota,-94.5872162,0,1.5151264980990068E-4,0,4.0,2.468495181616012,0.0
"oconee, South-Carolina","oconee, South-Carolina",34.749245,oconee,South-Carolina,-82.9931607,0,2.3317846560174827E-4,0,4.0,2.2312824314306896,0.0
"Phippsburg, Maine","Phippsburg, Maine",43.820638,Phippsburg,Maine,-69.8147684,0,1.6119882868646533E-4,0,4.0,2.2064492216456633,0.0
"Menominee, Michigan","Menominee, Michigan",45.1077627,Menominee,Michigan,-87.6142737,0,1.2369841722260184E-4,0,5.0,3.11527057079318,0.0
"Crater-Lake, Oregon","Crater-Lake, Oregon",42.9446093,Crater-Lake,Oregon,-122.1092454,0,0.0019977093491807115,0,4.0,1.8280207561156412,13603.122207225566
"Casa-Grande, Arizona","Casa-Grande, Arizona",32.8795022,Casa-Grande,Arizona,-111.7573521,0,6.796784273868717E-4,0,4.0,2.029280948851001,886.6193172725193
"Robbinsville, North-Carolina","Robbinsville, North-Carolina",35.322866,Robbinsville,North-Carolina,-83.807399,0,1.0276216488419688E-4,0,4.0,2.5652335063009635,0.0
"Junction-City, Kansas","Junction-City, Kansas",39.0286093,Junction-City,Kansas,-96.8313978,0,1.0276216488419688E-4,0,4.0,2.5652335063009635,0.0
"Joshua-Tree-National-Park, California","Joshua-Tree-National-Park, California",33.8733985,Joshua-Tree-National-Park,California,-115.9010627,0,0.0010970073445228153,0,4.0,1.9507042253521127,2786.119072075426
"N-Madison, Ohio","N-Madison, Ohio",41.829724,N-Madison,Ohio,-81.054767,0,7.595513996118126E-5,0,4.0,2.6297257227575983,0.0
"Atlantic-Beach, Florida","Atlantic-Beach, Florida",30.3344077,Atlantic-Beach,Florida,-81.398696,0,1.1858963015850943E-4,0,4.0,2.297627872498147,0.0
"Sykesville, Maryland","Sykesville, Maryland",39.3737149,Sykesville,Maryland,-76.9677566,0,2.857634258526345E-4,0,4.0,2.172720533728688,214.11472496066764
"Bishopville, South-Carolina","Bishopville, South-Carolina",34.2182107,Bishopville,South-Carolina,-80.2484056,0,9.167851737601926E-5,0,4.0,2.570051890289103,0.0
"Madison, Florida","Madison, Florida",30.4693772,Madison,Florida,-83.4129254,9,1.9167392240336404E-4,0,4.0,2.560785767234989,140.8963855499642
"Somerset, Kentucky","Somerset, Kentucky",37.0920222,Somerset,Kentucky,-84.6041084,1,4.3158482830868184E-4,0,4.0,2.1604892512972573,0.0
"Theodore, Alabama","Theodore, Alabama",30.5476941,Theodore,Alabama,-88.1752796,0,3.6272484491720064E-4,0,4.0,2.2205337286879168,57.088141109227045
"Hobe-Sound, Florida","Hobe-Sound, Florida",27.059498,Hobe-Sound,Florida,-80.1364323,0,1.597435231230838E-4,0,4.0,2.3654558932542624,48.540656860741485
"Canyonlands-National-Park, Utah","Canyonlands-National-Park, Utah",38.3268693,Canyonlands-National-Park,Utah,-109.8782592,0,0.001853616895972756,0,4.0,1.8480355819125278,8963.909665058884
"Barrow, Alaska","Barrow, Alaska",71.2905556,Barrow,Alaska,-156.7886111,0,1.5771620745127902E-4,0,4.0,2.29058561897702,90.12274195080626
"Land-Between-The-Lakes-National-Recreation-Area, Kentucky","Land-Between-The-Lakes-National-Recreation-Area, Kentucky",36.777,Land-Between-The-Lakes-National-Recreation-Area,Kentucky,-88.06,0,3.7298138767956476E-4,0,4.0,2.1252779836916234,452.2380379198487
"Pensacola, Florida","Pensacola, Florida",30.421309,Pensacola,Florida,-87.2169149,0,9.206309689847672E-4,0,4.0,1.9870274277242401,4420.757962232002
"Nome, Alaska","Nome, Alaska",64.5011111,Nome,Alaska,-165.4063889,0,1.0180347807491652E-4,0,4.0,2.4525574499629355,7.708589158803563
"Magnolia, Texas","Magnolia, Texas",30.2093794,Magnolia,Texas,-95.7507815,0,6.234467203917497E-5,0,5.0,2.796886582653818,0.0
"Pine-Ridge-Indian-Reservation-, South-Dakota","Pine-Ridge-Indian-Reservation-, South-Dakota",43.27309,Pine-Ridge-Indian-Reservation-,South-Dakota,-102.7445233,0,6.715199725792993E-4,0,4.0,2.0096367679762785,32.61513724103395
"Safford, Arizona","Safford, Arizona",32.8339546,Safford,Arizona,-109.70758,1,6.661445387025023E-4,0,4.0,2.117123795404003,707.0539811731755
"Sundance, Wyoming","Sundance, Wyoming",44.4063746,Sundance,Wyoming,-104.3757816,0,9.796097166499314E-5,0,4.0,2.4191994069681244,0.0
